time,swe,year,water_year
1959-12-12,0.0,1960,1960
1959-12-13,0.0,1960,1960
1959-12-14,0.0,1960,1960
1959-12-15,0.6,1960,1960
1959-12-16,2.1000001,1960,1960
1959-12-17,2.1000001,1960,1960
1959-12-18,2.1000001,1960,1960
1959-12-19,0.6,1960,1960
1959-12-20,1.4,1960,1960
1959-12-21,0.0,1960,1960
1959-12-22,0.0,1960,1960
1959-12-23,0.0,1960,1960
1959-12-24,0.2,1960,1960
1959-12-25,0.2,1960,1960
1959-12-26,0.2,1960,1960
1959-12-27,0.2,1960,1960
1959-12-28,0.2,1960,1960
1959-12-29,3.0,1960,1960
1959-12-30,3.2,1960,1960
1959-12-31,3.2,1960,1960
1960-01-01,0.6,1960,1960
1960-01-02,3.4,1960,1960
1960-01-03,3.4,1960,1960
1960-01-04,3.4,1960,1960
1960-01-05,4.2000003,1960,1960
1960-01-06,0.5,1960,1960
1960-01-07,0.7,1960,1960
1960-01-08,0.8,1960,1960
1960-01-09,0.8,1960,1960
1960-01-10,0.8,1960,1960
1960-01-11,1.0,1960,1960
1960-01-12,1.0,1960,1960
1960-01-13,1.0,1960,1960
1960-01-14,1.0,1960,1960
1960-01-15,1.0,1960,1960
1960-01-16,1.0,1960,1960
1960-01-17,1.0,1960,1960
1960-01-18,1.2,1960,1960
1960-01-19,1.2,1960,1960
1960-01-20,1.2,1960,1960
1960-01-21,1.2,1960,1960
1960-01-22,3.8,1960,1960
1960-01-23,9.900001,1960,1960
1960-01-24,11.6,1960,1960
1960-01-25,7.9,1960,1960
1960-01-26,3.4,1960,1960
1960-01-27,3.3,1960,1960
1960-01-28,3.4,1960,1960
1960-01-29,3.6000001,1960,1960
1960-01-30,3.6000001,1960,1960
1960-01-31,3.6000001,1960,1960
1960-02-01,3.6000001,1960,1960
1960-02-02,3.8,1960,1960
1960-02-03,4.0,1960,1960
1960-02-04,11.900001,1960,1960
1960-02-05,11.900001,1960,1960
1960-02-06,11.900001,1960,1960
1960-02-07,11.900001,1960,1960
1960-02-08,11.900001,1960,1960
1960-02-09,4.4,1960,1960
1960-02-10,0.3,1960,1960
1960-02-11,0.3,1960,1960
1960-02-12,1.1,1960,1960
1960-02-13,1.1,1960,1960
1960-02-14,1.1,1960,1960
1960-02-15,1.1,1960,1960
1960-02-16,1.1,1960,1960
1960-02-17,1.1,1960,1960
1960-02-18,1.1,1960,1960
1960-02-19,1.1,1960,1960
1960-02-20,1.1,1960,1960
1960-02-21,1.1,1960,1960
1960-02-22,1.3000001,1960,1960
1960-02-23,1.3000001,1960,1960
1960-02-24,1.3000001,1960,1960
1960-02-25,1.3000001,1960,1960
1960-02-26,1.3000001,1960,1960
1960-02-27,1.3000001,1960,1960
1960-02-28,2.8,1960,1960
1960-02-29,3.0,1960,1960
1960-03-01,19.5,1960,1960
1960-03-02,27.2,1960,1960
1960-03-03,27.2,1960,1960
1960-03-04,27.2,1960,1960
1960-03-05,27.2,1960,1960
1960-03-06,25.800001,1960,1960
1960-03-07,25.9,1960,1960
1960-03-08,25.9,1960,1960
1960-03-09,25.9,1960,1960
1960-03-10,25.9,1960,1960
1960-03-11,25.9,1960,1960
1960-03-12,25.9,1960,1960
1960-03-13,27.2,1960,1960
1960-03-14,27.2,1960,1960
1960-03-15,27.2,1960,1960
1960-03-16,30.0,1960,1960
1960-03-17,30.0,1960,1960
1960-03-18,30.0,1960,1960
1960-03-19,30.0,1960,1960
1960-03-20,30.0,1960,1960
1960-03-21,30.0,1960,1960
1960-03-22,30.0,1960,1960
1960-03-23,30.0,1960,1960
1960-03-24,28.1,1960,1960
1960-03-25,26.9,1960,1960
