Municipality,Latitude,Longitude,Beta
Bardu,68.8667,18.35,-0.3715666195756411
Dyrøy,69.0928,17.7083,0.11995679968333395
Gáivuotna - Kåfjord - Kaivuono,69.4667,20.6333,-0.5753985363101735
Gratangen,68.6167,17.5,-0.6577031210895639
Harstad - Hárstták,68.7983,16.5414,0.29079346584776866
Ibestad,68.7833,17.1,-0.22112876780119128
Karlsøy,69.96286,19.61316,1.0484849615750496
Kvæfjord,68.7667,16.3167,-0.17154144442604746
Kvænangen,69.9333,22.0333,0.4912779817810047
Loabák - Lavangen,68.7667,17.7,-0.4459286936012057
Lenvik,69.3667,17.95,-0.33339663392672136
Lyngen,69.5792,20.2083,0.06341299789320187
Målselv,69.1,18.6,0.21308113351065483
Nordreisa - Ráisa - Raisi,69.75,21.0333,-0.57344062829381
Salangen,68.9167,17.8333,-0.3819635202880436
Skjervøy,69.9677,20.83246,-1.0615118472907663
Storfjord - Omasvuotna - Omasvuono,69.3833,19.9833,-0.5761979400528334
Sørreisa,69.1461,18.1564,0.1723166097124631
Senja,69.29636,17.60989,-0.10339043697683792
Tranøy,69.2,17.4167,0.14742745854968886
Tromsø,69.6723,18.94543,0.24943708062317294
Alta,69.9689,23.2717,0.36604049162334285
Berlevåg,70.8578,29.0861,-0.2519934726747488
Båtsfjord,70.6333,29.7333,0.0035009386183619817
Deatnu - Tana,70.19991,28.17052,-0.004222696101397361
Gamvik,71.05,28.2333,-0.2703607376160235
Guovdageaidnu - Kautokeino,69.0111,23.0417,-0.7286614451219853
Hammerfest - Hámmerfeasta,70.6634,23.6821,-0.4034366341883642
Hasvik,70.58593,22.29272,-0.3262888837942626
Kárášjohka - Karasjok,69.4719,25.5114,-0.8222621553254497
Kvalsund,70.5075,24.0072,-0.23967774217917892
Lebesby,70.5833,27.0,-0.06650445395150673
Loppa,70.25,22.35,0.3476197882788874
Måsøy,71.0,24.6667,-0.2923978188991043
Nordkapp,71.1667,25.7833,-0.5569165739181372
Porsanger - Porsáŋgu - Porsanki,70.0519,24.9719,-0.3129798362613929
Sør-Varanger,69.6667,29.9833,-0.3930848174323307
Unjárga - Nesseby,70.1492,28.8661,-0.21139923858457177
Vadsø,70.07771,29.75464,0.1291318614304231
