Municipality,Elevation
Øvre Eiker,"[24.27, 20.78, 9.08, 21.05, 15.62, 13.09, 2.16, 1.96, 1.91, 19.33, 13.57, 11.88, 2.03, 1.98, 3.62, 6.2, 6.38, 6.26, 21.41, 13.23, 13.99, 2.07, 2.03, 4.36, 7.35, 8.13, 13.9, 30.05, 15.5, 13.27, 2.13, 2.17, 5.54, 9.72, 7.54, 20.13, 31.34, 31.53, 13.03, 5.7, 2.26, 7.17, 8.12, 9.65, 23.03, 27.93, 31.89, 30.2, 8.76, 2.52, 7.85, 10.63, 12.73, 26.11, 29.46, 31.19, 31.04, 6.26, 2.52, 7.76, 11.43, 12.84, 28.21, 31.1, 32.1, 30.92, 2.84, 2.67, 12.07, 14.46, 15.56, 27.96, 2.96, 2.8, 13.95, 13.83, 19.22, 25.4, 27.33, 19.97, 30.27]"
Ål,"[440.77, 437.87, 434.12, 432.85, 456.81, 449.55, 444.6, 440.33, 437.14, 433.3, 473.93, 468.55, 456.14, 454.68, 446.0, 438.4, 435.68, 433.11, 432.99, 490.45, 480.58, 473.58, 463.49, 461.14, 449.21, 443.47, 440.34, 430.97, 517.59, 512.26, 504.15, 488.91, 471.9, 462.79, 452.66, 450.45, 446.23, 568.12, 563.46, 552.05, 533.62, 506.22, 481.55, 466.67, 460.54, 457.59, 602.75, 598.55, 595.09, 584.31, 594.96, 536.05, 496.88, 480.58, 469.6, 626.02, 622.23, 619.18, 616.24, 622.19, 604.78, 576.72, 535.39, 499.95, 652.29, 651.75, 645.87, 646.93, 657.92, 647.84, 614.55, 608.18, 543.64, 666.37, 662.79, 672.19, 653.57, 638.06, 616.78, 680.53, 681.04, 666.53, 653.26]"
Nesbyen,"[309.1, 284.53, 267.97, 313.27, 292.74, 274.68, 244.89, 262.41, 289.02, 342.96, 323.11, 284.59, 282.75, 266.1, 270.08, 257.67, 261.16, 243.11, 358.2, 333.73, 310.17, 288.83, 270.69, 238.74, 253.62, 226.42, 223.01, 354.74, 340.66, 334.35, 301.04, 256.31, 214.14, 211.6, 203.58, 193.56, 350.66, 329.47, 308.17, 279.52, 240.74, 205.09, 196.68, 191.86, 184.52, 367.74, 336.59, 314.83, 280.05, 244.72, 218.42, 198.0, 172.43, 175.82, 385.79, 350.94, 316.9, 294.13, 257.92, 234.31, 207.78, 183.99, 172.92, 406.4, 373.09, 338.81, 307.89, 284.68, 246.68, 213.82, 186.52, 176.26, 329.8, 299.42, 270.08, 227.67, 198.44, 181.8, 254.82, 221.44, 197.83]"
Færder,"[10.7, 9.85, 4.15, 6.9, 5.39, 2.92, 22.1, 7.03, 2.19, 4.21, 4.1, 3.27, 4.86, 30.98, 24.77, 16.95, 3.07, 3.04, 5.7, 3.45, 13.11, 8.31, 14.82, 21.23, 13.77, 28.46, 3.3, 2.18, 8.47, 20.74, 10.65, 10.32, 12.95, 12.65, 21.3, 11.49, 7.16, 9.42, 15.79, 14.75, 11.53, 10.62, 10.23, 13.11, 13.08, 12.31, 9.74, 14.13, 18.62, 15.22, 12.51, 10.22, 12.5, 9.56, 13.29, 7.72, 10.78, 12.66, 19.04, 14.24, 10.22, 8.48, 9.45, 9.41, 10.17, 7.79, 10.13, 14.47, 19.22, 11.45, 9.51, 6.88, 7.3, 8.02, 13.58, 31.91, 8.99, 7.59, 6.48, 5.85, 5.85, 5.65, 5.8]"
Hof,"[54.68, 47.02, 43.61, 45.36, 43.96, 41.21, 37.0, 37.0, 37.0, 40.99, 40.28, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 38.62, 37.09, 37.0, 37.0, 37.0, 37.0, 41.89, 42.68, 41.21, 38.85, 37.19, 37.64, 37.05, 40.86, 50.0, 58.64, 59.63, 64.83, 38.7, 38.51, 37.92, 39.08, 50.29, 61.99, 81.27, 97.43, 108.21, 37.27, 37.97, 37.98, 50.2, 65.85, 101.89, 112.89, 133.43, 146.1, 36.98, 38.2, 40.84, 57.98, 112.77, 130.99, 166.01, 179.66, 171.63, 37.0, 38.78, 49.27, 126.63, 145.98, 180.42, 198.69, 189.57, 165.91, 160.96, 176.89, 194.98, 197.11, 188.39, 155.87, 185.59, 157.89, 149.33]"
Holmestrand,"[72.51, 62.58, 69.28, 64.17, 57.38, 72.41, 57.09, 6.59, 2.09, 1.93, 56.33, 55.65, 71.86, 10.33, 3.32, 2.11, 1.92, 1.85, 1.92, 54.58, 47.9, 51.76, 3.06, 1.44, -1.5, 2.03, 2.11, -3.4, 61.93, 44.27, 5.75, 2.3, -3.3, -3.9, 2.39, -2.0, -19.9, 72.09, 35.7, 5.47, 4.03, -18.8, -11.0, -2.7, -10.5, -30.9, 82.66, 12.03, 5.6, 1.93, -30.6, -15.5, -3.1, -10.7, -41.6, 72.15, 4.47, 3.67, -22.7, -40.5, -22.6, -9.1, -23.9, -49.3, 7.32, 3.3, 0.4, -29.8, -52.7, -32.0, -30.0, -38.9, -72.0, -12.4, -49.0, -57.1, -50.0, -40.0, -46.2, -72.0, -46.7, -48.5, -63.7]"
Horten,"[24.36, 16.16, 8.01, 25.07, 16.62, 10.19, 2.61, 1.7, -10.0, -8.0, 25.86, 17.7, 9.79, 2.56, 2.03, -4.4, -5.1, -8.1, -9.1, 27.18, 18.95, 11.34, 4.11, 2.19, -4.2, -3.9, 2.1, -8.7, 26.51, 18.62, 11.26, 7.07, 2.6, 2.57, 2.53, 2.23, -6.0, 24.26, 17.16, 12.2, 9.89, 6.76, 3.36, 2.96, 2.49, 2.8, 24.5, 16.6, 12.89, 10.45, 7.5, 3.76, 3.72, 3.74, 1.82, 25.32, 15.07, 10.5, 10.42, 3.69, 2.95, 2.52, 2.51, -2.0, 16.96, 9.83, 7.6, 4.74, 3.51, 3.03, 1.96, 1.92, 5.55, 5.61, 4.01, 3.87, 3.85, 1.89, 3.06, 8.74, -2.0, 6.7, 7.53]"
Larvik,"[5.41, 16.11, 12.41, 17.45, 21.87, 31.95, 27.17, 29.85, 39.54, 35.44, 35.77, 34.75, 34.25, 37.71, 40.47, 45.47, 44.01, 58.7, 59.57, 49.64, 45.51, 42.53, 41.45, 41.85, 44.72, 45.65, 52.17, 66.28, 69.93, 64.11, 55.39, 47.82, 48.06, 47.52, 48.96, 48.86, 55.19, 57.6, 73.38, 65.2, 57.22, 54.58, 53.99, 54.75, 51.27, 56.31, 57.44, 74.39, 69.94, 63.01, 55.2, 58.71, 59.17, 45.6, 58.19, 59.01, 62.92, 67.85, 65.87, 62.76, 63.19, 63.48, 31.11, 39.0, 52.09, 58.83, 70.35, 68.21, 66.14, 66.46, 66.72, 60.75, 70.07, 73.29, 70.41, 69.57, 69.45, 77.26, 73.91]"
Re,"[44.99, 51.21, 55.5, 45.8, 49.36, 53.4, 59.1, 84.02, 86.99, 85.13, 47.59, 51.51, 54.33, 59.69, 87.5, 89.25, 87.11, 81.44, 111.75, 49.88, 52.25, 54.89, 62.51, 81.02, 85.91, 83.5, 81.44, 109.41, 49.51, 52.56, 55.19, 71.56, 77.88, 83.6, 73.07, 84.01, 97.5, 39.94, 44.7, 49.31, 75.86, 83.68, 77.35, 67.07, 85.52, 85.37, 44.49, 39.7, 49.59, 67.63, 72.74, 73.42, 62.64, 70.04, 92.79, 44.09, 42.29, 49.91, 61.2, 57.05, 58.69, 59.34, 67.35, 83.97, 55.1, 51.69, 51.86, 52.6, 62.31, 64.42, 72.61, 74.93, 72.54, 51.45, 57.41, 64.85, 68.61, 81.03, 72.8, 73.33, 88.92, 73.47, 76.75]"
Sande,"[20.96, 2.75, 14.35, 3.72, -2.2, -9.0, 6.37, 1.82, -4.5, -9.9, -28.3, -42.3, -1.2, -3.0, -4.3, -9.4, -22.9, -41.0, -49.8, 1.91, -4.3, 1.47, -22.1, -30.1, -43.4, -42.4, -53.9, -61.0, -5.5, -14.5, -21.3, -21.9, -30.0, -48.7, -30.0, -39.1, -49.0, -20.5, -20.8, -29.5, -26.8, -23.1, -39.0, -40.9, -49.0, -48.9, -29.5, -19.6, -21.0, -15.9, -28.0, -45.5, -50.4, -52.9, -76.9, -28.6, -14.9, -11.8, -22.6, -30.1, -49.7, -53.9, -54.3, -77.9, -15.0, -21.9, -30.3, -39.3, -55.8, -67.7, -86.9, -15.1, -15.4, -20.5, -49.7, -60.6, -78.9, -31.0, -52.2, -69.1, -81.6, -55.1, -74.4]"
Sandefjord,"[22.99, 21.53, 19.27, 23.09, 23.22, 35.63, 44.53, 59.51, 50.39, 22.35, 26.07, 23.54, 42.04, 43.85, 65.18, 50.55, 38.51, 9.08, 23.82, 26.26, 25.59, 32.55, 46.53, 61.68, 55.42, 34.99, 3.83, 24.66, 28.59, 30.5, 32.87, 45.83, 46.96, 41.79, 28.93, 3.98, 25.15, 31.75, 61.54, 41.51, 41.78, 34.69, 28.27, 18.01, 4.74, 27.77, 32.7, 60.83, 58.97, 49.54, 33.69, 27.16, 10.72, 7.71, 30.62, 34.26, 44.51, 58.82, 48.8, 33.23, 26.14, 9.06, 8.46, 33.88, 32.69, 40.89, 43.36, 35.82, 31.74, 18.03, 7.94, 7.93, 38.28, 35.91, 30.65, 26.35, 11.27, 7.85, 5.94, 10.8, 7.33]"
Svelvik,"[12.64, 10.33, 6.94, 26.22, 10.17, 7.24, 4.89, 2.3, 1.28, 1.63, 52.87, 25.43, 7.18, 5.61, 2.95, 0, -11.1, -10.9, -3.2, 66.4, 78.65, 7.45, 5.79, 3.62, -5.2, -12.7, 0.27, -1.5, 71.54, 82.62, 10.33, 6.53, 3.75, -10.0, -11.7, 0.47, -1.6, 68.23, 62.35, 16.2, 7.1, 5.77, -11.2, -11.4, 1.31, -1.7, 62.65, 56.35, 32.01, 8.61, 5.98, -11.5, -9.7, 2.31, -1.8, 58.92, 47.25, 47.45, 10.54, 8.3, -11.0, -11.0, 0.8, -1.8, 52.04, 60.42, 40.81, 12.08, 10.07, -8.5, -11.1, 4.18, 7.18, 52.25, 15.19, 12.8, -3.2, -12.7, 14.35, 17.43, -14.5, 3.1, 12.48]"
Tønsberg,"[8.89, 38.83, 36.25, 5.12, 25.84, 18.65, 8.39, 8.98, 3.4, -6.4, 2.04, 8.07, 5.1, 2.94, 3.04, 3.14, -4.7, 1.78, 4.09, 1.55, 2.28, 2.72, 1.5, -7.4, -6.7, 2.27, 5.18, 8.67, -3.6, -6.4, -7.8, -13.6, -12.1, 1.34, 5.65, 10.79, 16.34, -5.1, -8.1, -9.9, -13.4, -9.1, 3.91, 11.97, 15.63, 21.07, -2.8, -9.8, -11.9, -9.9, 0.93, 9.62, 22.04, 16.79, 16.4, -7.3, -12.6, -9.8, -4.2, 3.23, 34.1, 36.88, 18.45, 17.61, -12.9, -10.0, -6.1, -2.7, 27.51, 55.12, 38.87, 19.25, 15.88, -4.8, -1.1, 30.14, 58.98, 26.8, 17.92, 15.03, 22.6, 15.11, 20.77]"
Bamble,"[-5.0, -10.9, -55.2, 5.01, -6.3, -3.0, 0.91, -4.0, -43.8, 9.13, 18.62, -6.0, 3.97, -3.5, 40.75, 39.54, 19.6, -3.4, 14.63, 8.89, -2.8, 3.29, 14.2, 27.03, 26.55, 14.13, 2.11, 19.8, 8.32, 2.08, 6.31, 13.96, 14.16, 21.04, 8.23, 11.32, 16.48, 9.3, 1.96, 5.35, 8.91, 16.58, 19.06, 3.64, 23.1, 19.42, 9.62, 2.45, 6.26, 7.44, 11.28, 14.83, -1.7, 35.21, 21.14, 13.78, 3.54, 4.5, 6.9, 11.15, 12.52, -2.9, 31.55, 22.9, 14.24, 13.45, 10.33, 8.7, 10.9, 24.29, -5.1, 15.18, 21.31, 26.19, 21.44, 23.72, -2.6, 19.06, 19.22]"
Bø,"[292.75, 227.08, 166.5, 116.62, 77.83, 61.08, 59.64, 61.15, 59.9, 52.4, 295.23, 225.23, 200.27, 184.49, 161.92, 131.36, 102.5, 98.32, 89.09, 87.08, 288.61, 245.27, 214.13, 213.56, 187.35, 161.53, 149.52, 113.54, 101.31, 87.75, 283.11, 258.79, 259.96, 243.44, 239.71, 236.79, 253.66, 206.97, 152.02, 123.8, 347.43, 341.08, 334.74, 325.12, 324.62, 314.81, 295.88, 233.3, 195.55, 184.08, 432.93, 434.94, 429.35, 431.41, 414.73, 395.29, 349.31, 283.95, 251.53, 243.06, 390.62, 450.33, 476.62, 475.76, 461.43, 397.12, 341.66, 304.1, 276.81, 255.19, 402.01, 409.14, 441.29, 416.31, 438.64, 398.51, 342.48, 308.31, 284.31, 259.11, 281.67, 316.48, 360.86, 331.8, 313.42, 294.92, 294.31, 298.77, 257.82, 222.32]"
Drangedal,"[114.99, 118.7, 121.96, 115.47, 109.54, 98.04, 99.27, 82.88, 122.32, 112.07, 104.44, 102.92, 107.18, 92.78, 65.46, 98.28, 81.64, 125.58, 104.65, 104.02, 106.65, 118.88, 85.26, 68.87, 90.43, 90.49, 113.5, 104.92, 104.55, 115.12, 120.92, 87.35, 75.54, 62.95, 75.67, 107.93, 107.43, 104.16, 106.23, 102.63, 84.87, 82.96, 68.81, 60.0, 117.92, 113.61, 107.41, 106.97, 102.75, 95.01, 93.98, 79.51, 60.0, 151.37, 163.31, 121.35, 115.25, 116.95, 110.26, 95.04, 90.91, 72.65, 138.01, 142.16, 129.7, 115.85, 127.18, 118.45, 89.48, 78.28, 60.0, 135.3, 100.9, 99.85, 85.62, 93.01, 60.0, 101.59, 84.1]"
Fyresdal,"[291.97, 292.77, 295.05, 290.97, 291.37, 292.47, 294.01, 300.28, 302.57, 291.34, 292.04, 291.99, 292.94, 305.79, 307.21, 309.56, 326.15, 355.09, 289.9, 290.6, 290.93, 291.55, 299.3, 304.74, 318.22, 325.2, 354.73, 287.19, 288.84, 290.55, 292.03, 296.07, 306.41, 312.77, 323.75, 352.11, 280.84, 287.68, 290.8, 292.74, 295.85, 305.07, 313.46, 327.25, 354.4, 282.61, 282.49, 290.15, 292.92, 295.97, 301.91, 309.12, 322.42, 353.08, 286.91, 288.29, 291.27, 292.92, 296.35, 299.61, 310.33, 321.43, 360.05, 290.48, 289.81, 288.57, 293.05, 296.11, 301.01, 313.49, 324.53, 359.9, 292.84, 295.0, 300.17, 304.51, 321.44, 362.86, 300.54, 305.49, 318.45]"
Hjartdal,"[680.41, 638.09, 607.73, 665.08, 646.96, 618.09, 614.83, 617.15, 603.66, 649.12, 635.23, 609.78, 622.04, 619.57, 587.84, 598.85, 594.33, 553.26, 659.18, 633.28, 619.57, 605.76, 602.55, 604.93, 606.28, 562.92, 522.26, 624.42, 611.1, 624.16, 616.54, 608.04, 614.57, 598.55, 550.78, 528.46, 611.17, 628.59, 621.33, 606.12, 611.79, 630.13, 615.45, 546.37, 561.85, 617.19, 627.98, 637.05, 605.71, 618.16, 638.54, 602.09, 549.16, 590.11, 648.52, 643.6, 638.86, 646.2, 652.65, 658.06, 599.6, 573.1, 618.57, 681.89, 671.68, 685.11, 667.77, 649.88, 615.2, 568.15, 594.23, 642.5, 680.29, 642.43, 587.18, 568.56, 626.98, 668.29, 620.95, 601.04, 642.47]"
Kragerø,"[11.69, 13.85, 18.91, 9.67, 21.62, -9.3, -3.4, 16.26, 46.53, 31.66, 23.08, 6.27, -9.2, 0.32, 1.73, 19.38, 18.83, 53.96, 48.68, 34.16, 2.54, 0.72, -5.9, -15.0, -10.0, -2.5, 71.89, 55.69, 36.67, 24.31, 12.76, -4.4, -21.3, -26.9, -31.7, 77.74, 57.49, 69.32, 46.1, 11.91, 1.31, 2.02, -20.3, -43.0, 65.82, 62.36, 62.74, 55.49, 12.18, 15.89, -19.6, -39.8, -51.6, 61.85, 60.79, 62.75, 60.21, 33.72, 2.76, -39.0, -60.0, -62.6, 82.63, 76.24, 60.01, 39.93, 26.01, 11.74, -20.5, -50.5, -63.7, 53.78, 53.19, 29.64, -3.8, -38.7, -60.9, 8.23, 1.87]"
Kviteseid,"[131.77, 131.26, 134.33, 138.3, 143.31, 144.58, 153.03, 178.81, 230.62, 152.94, 163.37, 171.85, 183.41, 215.71, 260.09, 302.34, 342.66, 372.76, 194.61, 191.38, 193.35, 214.3, 254.37, 290.7, 334.5, 349.02, 368.36, 253.08, 281.24, 262.24, 286.24, 267.96, 299.79, 334.6, 364.47, 375.39, 291.57, 300.33, 332.78, 343.09, 310.91, 344.85, 370.32, 381.5, 405.98, 285.62, 316.83, 359.22, 366.18, 360.5, 382.04, 405.62, 434.22, 436.1, 264.41, 296.55, 321.16, 359.75, 395.21, 423.56, 412.98, 427.12, 442.71, 274.95, 285.64, 313.24, 349.26, 377.79, 424.33, 431.28, 418.09, 413.39, 374.99, 354.23, 399.68, 420.46, 415.34, 399.29, 366.03, 366.46, 382.77]"
Nissedal,"[325.71, 308.42, 300.7, 332.89, 310.29, 280.72, 274.63, 260.78, 247.0, 306.75, 289.98, 271.91, 261.0, 250.13, 247.0, 247.0, 247.0, 247.0, 286.79, 276.41, 264.29, 254.17, 249.43, 247.0, 247.0, 247.0, 247.0, 273.67, 263.39, 253.9, 247.0, 247.0, 247.0, 247.0, 247.0, 247.0, 266.51, 255.0, 248.43, 247.0, 247.0, 247.0, 247.0, 247.0, 247.0, 260.16, 254.26, 247.0, 247.0, 247.0, 247.0, 247.0, 247.0, 247.0, 256.52, 247.0, 247.0, 247.0, 247.0, 247.0, 247.0, 247.0, 247.0, 255.17, 247.0, 247.0, 247.0, 247.0, 247.0, 247.0, 247.0, 247.0, 247.0, 247.0, 247.0, 247.0, 247.0, 247.0, 247.0, 247.0, 247.0]"
Nome,"[300.77, 286.62, 316.93, 286.34, 304.14, 320.54, 317.58, 280.07, 318.01, 293.52, 288.37, 327.98, 307.74, 279.55, 274.72, 358.18, 352.69, 332.59, 301.0, 296.41, 287.06, 258.5, 283.93, 320.13, 332.2, 346.77, 320.38, 292.72, 283.67, 261.86, 262.08, 280.4, 299.9, 305.12, 323.08, 285.14, 261.59, 239.6, 235.46, 249.27, 278.11, 275.03, 287.86, 268.65, 225.39, 208.64, 188.79, 197.94, 237.05, 266.1, 256.93, 243.99, 220.93, 214.77, 194.51, 177.85, 205.48, 241.2, 236.7, 217.38, 190.71, 162.01, 193.35, 187.13, 158.77, 205.63, 195.44, 175.22, 158.5, 124.9, 109.51, 136.72, 135.59, 131.21, 132.18, 123.24, 101.32, 132.13, 114.66]"
Notodden,"[16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 20.25, 19.22, 18.95, 16.0, 16.0, 16.0, 16.0, 16.0, 21.36, 20.77, 19.46, 19.36, 18.76, 16.0, 16.0, 16.0, 16.0, 22.62, 22.53, 26.29, 22.99, 19.5, 19.47, 19.27, 17.34, 42.96, 23.01, 28.27, 34.34, 35.78, 50.73, 29.57, 30.81, 30.78, 37.2, 16.8, 27.36, 35.57, 49.75, 49.9, 35.63, 31.69, 54.68, 43.19, 49.08, 50.84, 48.84, 45.4, 63.68, 63.58, 50.67, 68.8]"
Porsgrunn,"[2.77, 10.75, 1.9, 2.37, 6.39, 21.94, 21.14, 24.65, 2.2, 2.01, 1.99, 14.59, 16.4, 13.06, 9.38, 8.48, 8.71, 20.0, 20.0, 2.12, 3.08, 4.58, 6.83, 6.96, 7.38, 7.27, 20.0, 20.0, 20.0, 2.55, 1.14, 26.8, 2.33, 6.59, 6.04, 2.09, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 4.54, 5.26, 3.45, 3.13, 8.0, 3.23, 7.96, 20.0, 20.0, 20.0, 5.03, 3.6, 3.89, 9.06, 15.68, 9.07, 7.86, 20.0, 0, 4.44, 3.86, 2.91, 8.17, 16.57, 11.15, 7.96, 2.87, 0, 4.32, 16.66, 23.94, 19.59, 5.27, 0, 3.29, 5.58, 0]"
Sauherad,"[15.0, 15.0, 35.22, 19.23, 15.0, 15.0, 15.0, 15.0, 36.69, 22.28, 15.0, 15.0, 15.85, 15.0, 15.0, 27.38, 58.89, 37.05, 33.52, 24.47, 17.28, 15.98, 17.47, 18.95, 37.89, 60.08, 40.89, 36.0, 30.25, 25.95, 22.13, 15.74, 23.38, 54.43, 51.17, 45.79, 40.57, 37.67, 37.58, 40.65, 30.11, 15.83, 39.95, 41.09, 58.5, 55.66, 53.62, 58.21, 67.08, 57.7, 27.66, 15.79, 16.43, 70.43, 69.08, 69.99, 71.18, 54.89, 46.16, 36.46, 19.1, 15.71, 80.83, 84.58, 82.64, 76.54, 51.72, 40.41, 36.93, 32.24, 15.75, 74.03, 49.59, 36.42, 27.16, 37.34, 35.67, 37.11, 36.7]"
Seljord,"[120.45, 120.45, 121.12, 119.81, 118.61, 118.1, 117.49, 116.9, 121.69, 118.08, 118.66, 118.04, 116.92, 116.95, 116.0, 116.0, 116.0, 120.06, 119.97, 119.32, 119.25, 118.35, 117.04, 116.0, 116.0, 116.0, 119.39, 119.22, 118.86, 117.59, 118.06, 118.36, 116.0, 116.0, 116.0, 125.14, 123.02, 124.53, 123.21, 119.5, 122.48, 116.0, 116.0, 116.0, 125.01, 123.03, 120.12, 116.0, 116.0, 120.64, 116.0, 116.0, 116.0, 127.48, 120.15, 116.0, 116.0, 116.0, 116.0, 116.0, 116.64, 116.91, 127.84, 122.45, 126.66, 116.0, 116.0, 116.0, 116.0, 117.12, 117.0, 116.0, 118.23, 116.0, 116.0, 117.25, 117.73, 116.87, 120.07]"
Siljan,"[137.27, 129.42, 122.28, 135.72, 122.69, 105.92, 103.99, 103.79, 117.49, 121.07, 107.47, 103.93, 108.93, 112.29, 131.46, 140.28, 140.42, 102.77, 103.01, 106.41, 108.94, 120.8, 128.32, 142.22, 145.23, 156.74, 105.49, 114.69, 123.0, 124.16, 117.92, 135.42, 155.55, 164.04, 175.63, 109.21, 114.89, 127.86, 133.25, 136.36, 141.32, 164.89, 189.55, 190.43, 122.18, 131.35, 137.52, 144.04, 149.75, 162.85, 176.42, 191.59, 203.9, 158.34, 175.39, 170.23, 172.93, 201.87, 222.12, 251.54, 253.86, 270.91, 240.33, 267.71, 244.68, 232.09, 244.12, 261.82, 309.04, 299.07, 305.84, 250.91, 264.33, 286.31, 352.46, 359.82, 317.67, 401.9, 370.43]"
Skien,"[24.3, 5.49, 26.7, 5.46, 6.59, 5.48, 5.45, 18.0, 5.45, 5.52, 7.13, 10.6, 33.25, 37.56, 36.75, 71.03, 75.23, 5.62, 5.64, 16.97, 20.18, 39.9, 70.98, 85.67, 89.38, 81.08, 5.51, 7.65, 10.07, 19.09, 63.21, 88.45, 95.86, 91.09, 85.19, 5.59, 10.05, 17.95, 89.02, 91.42, 85.4, 91.27, 89.96, 89.15, 8.96, 70.34, 113.48, 110.32, 98.2, 100.33, 91.91, 89.15, 88.81, 71.1, 139.18, 156.73, 129.62, 113.71, 103.15, 93.57, 88.42, 84.62, 142.65, 163.51, 151.78, 130.92, 116.26, 100.08, 89.1, 80.81, 84.9, 126.59, 106.43, 91.82, 84.5, 95.19, 76.77, 86.12, 79.61]"
Tinn,"[1153.87, 1172.81, 1197.24, 1134.35, 1151.42, 1171.84, 1196.91, 1200.95, 1207.99, 1106.1, 1122.98, 1147.77, 1163.25, 1189.77, 1197.54, 1208.41, 1213.17, 1232.44, 1073.69, 1092.86, 1109.24, 1132.68, 1142.81, 1172.1, 1180.03, 1176.41, 1167.1, 1040.89, 1070.31, 1081.7, 1088.38, 1097.16, 1133.69, 1118.48, 1132.92, 1138.98, 1013.06, 1031.69, 1051.95, 1057.47, 1066.21, 1074.31, 1083.01, 1092.26, 1105.3, 901.73, 898.34, 1000.96, 999.81, 1037.12, 1058.24, 1057.32, 1067.89, 1062.74, 756.07, 781.32, 811.24, 832.51, 862.49, 954.2, 950.09, 1019.61, 962.1, 667.48, 700.36, 708.54, 701.38, 725.35, 797.05, 844.97, 886.43, 865.65, 620.26, 616.99, 695.06, 713.85, 766.84, 779.54, 573.6, 553.49, 578.03]"
Tokke,"[76.26, 87.44, 97.29, 134.51, 131.97, 153.7, 178.71, 213.97, 235.41, 190.58, 202.7, 237.23, 274.61, 326.71, 359.7, 372.8, 420.65, 263.3, 280.68, 315.15, 351.23, 398.74, 424.84, 437.85, 457.65, 476.78, 339.97, 346.38, 383.24, 402.31, 441.83, 470.0, 496.02, 494.39, 509.41, 375.37, 395.69, 428.01, 452.94, 476.67, 503.35, 520.05, 540.67, 540.61, 435.25, 441.05, 450.47, 488.83, 510.51, 525.85, 547.27, 564.68, 576.9, 431.56, 455.72, 467.4, 515.86, 526.28, 528.73, 555.57, 591.16, 614.85, 454.74, 462.31, 490.07, 501.13, 540.87, 546.87, 587.14, 643.93, 481.71, 498.2, 516.42, 527.65, 571.1, 608.22, 514.55, 531.97, 550.96]"
Vinje,"[616.03, 620.21, 592.25, 671.61, 632.27, 633.88, 636.38, 637.76, 623.27, 680.31, 673.87, 671.34, 662.18, 659.14, 641.16, 621.14, 605.94, 712.14, 698.79, 705.26, 687.17, 676.89, 665.89, 651.59, 624.58, 604.45, 738.68, 738.39, 732.15, 717.07, 703.56, 683.41, 663.05, 646.28, 616.76, 769.8, 754.91, 738.03, 730.64, 736.25, 712.44, 687.91, 662.29, 638.79, 774.87, 776.03, 773.19, 767.2, 757.36, 735.35, 714.27, 679.29, 640.41, 803.54, 798.71, 787.91, 769.21, 745.74, 738.27, 712.74, 673.37, 626.8, 803.76, 789.12, 781.05, 762.69, 753.84, 722.98, 663.04, 619.09, 785.1, 778.82, 756.44, 723.15, 668.4, 640.29, 766.23, 732.13, 679.79]"
Midt-Telemark,"[85.41, 80.82, 104.96, 95.11, 84.12, 74.04, 74.54, 71.36, 106.9, 107.98, 93.2, 82.13, 72.55, 74.42, 65.85, 69.45, 75.85, 107.21, 116.27, 119.82, 100.29, 72.79, 69.7, 63.67, 65.03, 70.72, 111.0, 117.75, 120.2, 120.9, 97.7, 69.2, 67.75, 58.8, 67.14, 112.39, 111.88, 111.28, 114.25, 99.29, 77.99, 65.89, 59.04, 58.61, 100.45, 101.77, 100.47, 103.44, 88.04, 71.62, 63.63, 67.07, 67.0, 91.41, 96.33, 91.59, 95.61, 86.64, 71.12, 69.96, 67.69, 66.64, 88.1, 77.58, 77.35, 75.61, 75.76, 76.71, 73.88, 70.56, 66.47, 84.35, 90.17, 91.48, 89.92, 90.63, 69.17, 91.49, 92.41]"
Arendal,"[-10.5, 3.8, 22.82, 1.63, -17.0, -17.8, -30.8, -31.5, 10.88, 2.06, -12.2, 26.88, 2.43, -30.0, -30.1, -27.0, 10.19, 1.87, 1.83, 7.14, 32.54, 27.19, -27.7, -30.3, -29.6, -18.8, 3.31, 2.22, 40.58, 25.69, 13.82, -10.1, -29.2, -28.4, -29.1, 14.22, 12.52, 39.8, 38.78, 3.92, 2.58, 2.75, -10.0, -19.5, 54.76, 58.02, 29.21, 39.17, 1.96, 15.8, 32.09, 11.12, 2.1, 60.21, 57.25, 36.89, 11.76, 30.58, 36.88, 35.21, 26.23, 26.47, 55.48, 30.96, 7.86, 31.83, 46.3, 47.46, 49.51, 26.06, 37.91, 45.68, 50.42, 53.69, 55.31, 56.81, 30.71, 60.6, 56.78]"
