municipality,var
Oslo,-1.926492884241503
Aremark,-1.0340876571790385
Fredrikstad,-1.1345997473301679
Halden,-1.8179497702802498
Hvaler,-0.5882456683709887
Marker,0.04494933529528877
Moss,-0.2663254657810312
Rakkestad,-0.43520173172436794
Råde,-0.33697861826188813
Sarpsborg,-1.1261263403548818
Skiptvet,-0.2359377740605324
Våler Østfold,0.25417005127563375
Indre Østfold,-0.4787151240997769
Bærum,-0.4790627085956336
Gjerdrum,-0.049438257333572544
Hurdal,0.6144589848024626
Lørenskog,-0.5951323455061441
Nannestad,-0.04305918296735811
Nes Akershus,-1.1096372110704031
Nesodden,-1.1963763504547105
Rælingen,-0.06972547909133331
Ullensaker,-0.5134820087113638
Vestby,-0.46949637035751346
Ås,-0.14890716344432775
Enebakk,-0.5530072440278677
Aurskog-Høland,-0.8742143223933376
Lillestrøm,-0.28253435108923686
Nittedal,1.0049850056954135
Nordre Follo,0.10089002542195047
Eidsvoll,-1.2754973729556265
Asker,1.0999962324196257
Frogn,-0.215663496438248
Alvdal,-0.4647175726739272
Eidskog,-0.4598870026591295
Elverum,0.44121709654396035
Engerdal,0.1249346496361241
Folldal,-1.5421548436530532
Grue,-1.4941367199259314
Hamar,-1.2446530069475998
Kongsvinger,-1.2199458730294648
Løten,-2.4033735042635196
Nord-Odal,-1.1166528104000437
Os Innlandet,0.5792302889029735
Bjørnafjorden,-2.173286489967748
Rendalen,-0.46648235250116565
Ringsaker,-1.6293590371135447
Stange,-2.1552807124960394
Stor-Elvdal,-0.28236189397239064
Sør-Odal,-1.5664792712458149
Tolga,-0.39645541673103457
Trysil,1.003095968455205
Tynset,0.15219286287670286
Våler Innlandet,-1.0877967514266746
Åmot,0.5879454632878272
Åsnes,-1.2124405092961559
Dovre,-0.6416381598609022
Etnedal,0.5999962324196257
Gausdal,1.2602826114865628
Gjøvik,-0.5416520409226528
Gran,0.39207536804985654
Jevnaker,-0.48608354425833333
Lesja,3.4119421230198954
Lillehammer,-1.1712894340761029
Lom,2.2055303956891184
Lunner,0.44576539617909106
Nord-Aurdal,-0.3072066352841327
Nord-Fron,-0.8104992659445225
Nordre Land,-1.2215900509035245
Ringebu,-0.5323782669044688
Sel,-0.7582000155200754
Skjåk,3.0917707209410112
Søndre Land,-0.45471931171655644
Sør-Aurdal,0.30034254910864355
Sør-Fron,-0.07624845795878787
Vang,2.790473277443062
Vestre Slidre,-0.48534998730428747
Vestre Toten,1.3069872109863034
Vågå,0.7181803941470832
Østre Toten,0.5899113792381243
Øyer,0.0728370818086832
Øystre Slidre,0.13080006070133
Drammen,-0.39405406394643716
Flesberg,-0.5503449923441099
Flå,0.648710279979543
Gol,-0.15065059202372444
Hemsedal,3.4535358289343403
Hol,1.5148675518283126
Hole,3.2195406766097223
Kongsberg,-0.7853983393028043
Krødsherad,0.5999962324196257
Lier,0.45716833682529234
Modum,-0.854985791600154
Nes Buskerud,-0.7135934465530065
Nore og Uvdal,1.444875491534936
Ringerike,-1.0933429898789262
Rollag,1.5518240342686154
Sigdal,1.882219476478289
Øvre Eiker,-1.5084040642958279
Ål,0.4431063008119809
Nesbyen,-0.7135934465530065
Færder,-0.3775512549115212
Holmestrand,0.30813193073715084
Horten,-0.11665130526997647
Larvik,-1.198119663871008
Sandefjord,-1.3212707624157631
Tønsberg,-1.0356819973762663
Bamble,-0.9212261732273386
Drangedal,0.4624647098555279
Fyresdal,-0.6220390280341035
Hjartdal,-0.08860160060314648
Kragerø,-0.44664800997583587
Kviteseid,-1.8121178965976883
Nissedal,-0.1807348962473263
Nome,-0.22954466901825032
Notodden,-1.099848370711788
Porsgrunn,-1.0518758447337597
Seljord,-1.0206343105000766
Siljan,-0.3408861819993403
Skien,-0.8656120960387841
Tinn,0.5999962324196257
Tokke,0.16438043533681412
Vinje,1.7760498269188814
Midt-Telemark,0.18044084077137246
Arendal,-1.7858910832081003
Birkenes,-0.37692733930509714
Bygland,-0.7717692421701883
Bykle,9.632263721357889
Evje og Hornnes,0.571794627688087
Froland,0.939852732862505
Gjerstad,1.4520693802916531
Grimstad,-0.4789632664377974
Iveland,3.0623806442212924
Lillesand,-1.7626602816616184
Risør,0.01756581061119178
Tvedestrand,1.5437292133948626
Valle,-0.39332742529010645
Vegårshei,3.9170687459103473
Åmli,0.10760265818738635
Farsund,-1.022295252972973
Flekkefjord,-0.4922793272290118
Hægebostad,-0.8690216040381586
Kristiansand,-2.142493032464289
Kvinesdal,-0.7119361935722388
Lindesnes,-0.9001511549268155
Lyngdal,-1.451336278423184
Sirdal,-1.0532078295145746
Vennesla,0.14477776697532807
Åseral,1.4101917406891138
Bjerkreim,-0.7716898675504158
Bokn,-0.04419523913226886
Eigersund,-0.1959666334753054
Gjesdal,-0.46674868273557313
Haugesund,0.03402157686397356
Hjelmeland,-0.09205588363508954
Hå,0.047848550542117785
Karmøy,-0.02264171951491578
Klepp,-0.17685828424190908
Kvitsøy,-0.267539757647544
Lund,-0.576810459710007
Randaberg,-0.3070460839615241
Sandnes,-0.4375453539692391
Sauda,-0.3144686209120393
Sokndal,-0.26765926605482715
Sola,-0.4347563238525394
Stavanger,-0.3737056793182014
Strand,-0.18468053384355398
Suldal,-0.4453691720842512
Time,-0.23749546588198833
Tysvær,-0.48305579962706857
Vindafjord,-0.15927674115998913
Askøy,-0.3760414756004611
Austevoll,-0.2012277645771563
Austrheim,0.5650919072805038
Bergen,-0.04685225337868926
Bømlo,0.181384678515063
Eidfjord,-1.0156965054570433
Etne,0.265502805736225
Fedje,0.42713370913893445
Fitjar,0.5019844632144634
Fusa,-0.5136706906544459
Jondal,1.5965832582345696
Kvam,1.1791346314861593
Kvinnherad,0.05969564196219812
Lindås,1.193780446696219
Masfjorden,-0.010792247213777806
Meland,-0.22781946734317993
Modalen,-0.0020158120423068304
Odda,-0.38937436153388694
Os Vestland,-0.1732864899677482
Osterøy,-0.4444135764485102
Voss,1.4501307656916627
Øygarden,-0.10402659308549533
Ullensvang,-0.38937436153388694
Alver,-1.089121711789193
Vaksdal,2.888906293783826
Samnanger,0.12555098779773566
Ulvik,-0.9980329059666242
Sveio,-0.5520986650354787
Stord,-0.08510690340055738
Tysnes,0.4019475855338146
Askvoll,-0.6868583299880988
Aurland,-0.7569354153015442
Bremanger,1.8534008606681152
Stad,-0.70825178406449
Fjaler,-0.5219359841379267
Kinn,-0.06177407623924536
Førde,-0.9572067758261955
Gloppen,1.2922108904779872
Gulen,0.16478981666942216
Hornindal,-0.967365850807147
Hyllestad,-0.6047672325485736
Høyanger,-0.10759645692896624
Jølster,6.599996306581609
Leikanger,0.6082035152485807
Luster,0.7392530168279783
Lærdal,-0.10082038091567114
Naustdal,-0.6630359354291793
Sogndal,0.9403824604146358
Solund,0.031837994751013454
Stryn,-0.6909453660107947
Vik,1.5798114278420217
Årdal,1.8123823181696466
Sunnfjord,-0.9572067758261955
Aukra,0.18025941061330375
Aure,-0.8123124135115622
Averøy,-0.7498697241111061
Hustadvika,-0.5092654589755234
Fræna,-0.5092654589755234
Giske,0.0366142911125138
Gjemnes,-1.125865731919117
Halsa,-0.5674119914428397
Haram,0.9783092000388942
Hareid,0.026115379890720103
Herøy Møre og Romsdal,0.24628716389094008
Kristiansund,-1.0952832372080379
Midsund,0.09233322420433376
Molde,-0.36828211503775643
Nesset,-0.22123102247239146
Norddal,-1.6568972454649806
Rauma,-1.2238947483846965
Rindal,-0.3553130736183254
Sande,0.007365343740208363
Skodje,-0.67110921228721
Smøla,-0.5951272238913541
Stordal,-0.2189154331230796
Stranda,-1.053677682788226
Sula,0.33644173576700975
Sunndal,-0.5148712749347526
Surnadal,-0.6446652801294945
Sykkylven,0.08182821771357851
Tingvoll,-1.2890152578582197
Ulstein,0.993445392686457
Vanylven,0.3755216395412546
Vestnes,-0.11343999530527027
Volda,-0.9114248997264793
Ørskog,-0.6012873429343566
Fjord,-1.6568972454649806
Ørsta,-0.45136274986559854
Ålesund,-0.17049291764019125
Flatanger,0.06454790729698834
Frosta,0.2898771141010945
Frøya,-0.2637503910664165
Grong,2.968409566072336
Heim,-1.2083918480871771
Hitra,-0.7161045142512368
Holtålen,3.3753042919389875
Høylandet,-0.268454949933
Inderøy,-1.7722516461512097
Indre Fosen,-1.6337915856642358
Klæbu,0.27354181369265973
Leka,0.7201012347029834
Levanger,-1.7372809492884205
Lierne,4.599996306581609
Malvik,-1.489926967461428
Orkland,-1.467925725993792
Meråker,-1.4356004945324727
Midtre Gauldal,-1.4523549357173242
Namsos,0.5317779264302809
Namsskogan,0.6089834825299576
Oppdal,5.0380776681111
Selbu,0.6619136928887963
Trondheim,-0.8218828520729771
Tydal,0.2786028150147777
Verdal,-1.4031877480782837
Ørland,-0.11934033794201149
Stjørdal,-1.3651604092054903
Osen,1.5333490058125054
Skaun,-0.8543426395983484
Melhus,-0.8767749682156181
Nærøysund,3.941397052458453
Steinkjer,-0.37703764670294326
Åfjord,0.11187261526838022
Rennebu,2.3158664591700493
Overhalla,-0.5976392338709484
Røros,0.42929350951265643
Røyrvik,7.695079281109868
Snåsa,1.8510269293987553
Alstahaug,-1.0722238975187515
Andøy,4.348591953501682
Ballangen,0.57357563031296
Beiarn,3.3442570907195615
Bindal,0.8809857585957648
Bodø,-1.1642489203386188
Brønnøy,-0.8895147477495855
Bø Vesterålen,0.5999962324196257
Dønna,0.5516087662437097
Evenes,10.89328618233804
Fauske,-0.54563816796693
Flakstad,3.4667561217910894
Gildeskål,-0.34640424270473735
Grane,-0.3683743885988635
Hadsel,0.6051671300705381
Hábmer,0.5110826256511016
Aarborte,1.3825167479199756
Hemnes,1.9529868696032437
Herøy Nordland,0.28965807344931305
Leirfjord,2.8572282055446117
Lurøy,-0.8552661183659582
Lødingen,2.21383115440823
Meløy,0.18606378485293984
Moskenes,4.361099582426725
Narvik,5.25251794180139
Nesna,0.31673909334919426
Rana,2.4253598932207323
Rødøy,-1.2901173986391434
Saltdal,-0.8495839024016116
Sortland - Suortá,1.909800685345079
Steigen,0.849160370956767
Sømna,-0.8749920670479314
Sørfold,-0.09427344827589401
Tjeldsund,4.2491256471717325
Tysfjord,0.05017669919452672
Vefsn,0.7095573590086648
Vega,0.5397467237266707
Vestvågøy,2.8845680158008316
Vevelstad,0.23526154488359996
Værøy,2.8692146456335275
Vågan,2.393280763436759
Øksnes,3.027162192627179
Balsfjord,1.5251273224618282
Bardu,5.043663076168926
Dyrøy,6.650788459450645
Kåfjord,7.279534068048429
Gratangen,3.6188427694443863
Harstad,2.357689813046634
Ibestad,2.6307021171666554
Karlsøy,1.5966049423487458
Kvæfjord,5.778164844976148
Kvænangen,2.5717779247134898
Lavangen,6.1209653379064815
Lenvik,4.099996306581609
Lyngen,4.360924361787768
Målselv,2.832447894258684
Nordreisa,6.77948117020718
Salangen,3.752187638259695
